episode_number,title,full_title,category,youtube_channel_search_url,youtube_url_TO_FILL
230,Exercise vs Medications,Episode 230: Exercise vs Medications,Mood & bipolar; suicide,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+230%3A+Exercise+vs+Medications,https://www.youtube.com/watch?v=AC3P-SrTj1M
231,BPD Splitting and Identity,Episode 231: BPD Splitting and Identity,Psychotherapy process — transference & dynamics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+231%3A+BPD+Splitting+and+Identity,
232,Cold Exposure Benefits,Episode 232: Cold Exposure Benefits,Neuroscience & the brain,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+232%3A+Cold+Exposure+Benefits,https://www.youtube.com/watch?v=Xnvy6MA4jGY
233,Therapy Termination,Episode 233: Therapy Termination,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+233%3A+Therapy+Termination,https://www.youtube.com/watch?v=uvtw_zsSDjw
234,Transference Focused Psychotherapy,Episode 234: Transference Focused Psychotherapy,Psychotherapy process — transference & dynamics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+234%3A+Transference+Focused+Psychotherapy,https://www.youtube.com/watch?v=uyPquOVhO-c
235,Serotonin Hypothesis Debate,Episode 235: Serotonin Hypothesis Debate,Mood & bipolar; suicide,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+235%3A+Serotonin+Hypothesis+Debate,https://www.youtube.com/watch?v=zrHrjQOIqhw
236,Clozapine Update,Episode 236: Clozapine Update,Psychosis & schizophrenia,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+236%3A+Clozapine+Update,https://www.youtube.com/watch?v=3nv3XLluQ1Q
237,Ketogenic Diet Review and Update with Dr. Matt Bernstein,Episode 237: Ketogenic Diet Review and Update with Dr. Matt Bernstein,Mood & bipolar; suicide,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+237%3A+Ketogenic+Diet+Review+and+Update+with+Dr.+Matt+Bernstein,https://www.youtube.com/watch?v=4AtMlzuqiRI
237,Ketogenic Diet Update,Episode 237: Ketogenic Diet Update,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+237%3A+Ketogenic+Diet+Update,
238,Creatine and Mental Health,Episode 238: Creatine and Mental Health,Mood & bipolar; suicide,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+238%3A+Creatine+and+Mental+Health,
238,Creatine for Mental Health,Episode 238: Creatine for Mental Health,Mood & bipolar; suicide,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+238%3A+Creatine+for+Mental+Health,https://www.youtube.com/watch?v=ZA9IqozNCFI
239,Otto Kernberg on TFP,Episode 239: Otto Kernberg on TFP,Personality,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+239%3A+Otto+Kernberg+on+TFP,
239,Transference Focused Psychotherapy & Personality Disorders with Dr. Otto Kernberg,Episode 239: Transference Focused Psychotherapy & Personality Disorders with Dr. Otto Kernberg,Psychotherapy process — transference & dynamics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+239%3A+Transference+Focused+Psychotherapy+%26+Personality+Disorders+with+Dr.+Otto+Kernberg,https://www.youtube.com/watch?v=uyPquOVhO-c
240,Cannabis and Psychosis,Episode 240: Cannabis and Psychosis,Psychosis & schizophrenia,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+240%3A+Cannabis+and+Psychosis,
240,Cannabis and Psychosis - The Link Between THC Use and Mental Health Risks,Episode 240: Cannabis and Psychosis - The Link Between THC Use and Mental Health Risks,Psychosis & schizophrenia,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+240%3A+Cannabis+and+Psychosis+-+The+Link+Between+THC+Use+and+Mental+Health+Risks,https://www.youtube.com/watch?v=cHez9-uS-8I
241,Depressive Personality Style,Episode 241: Depressive Personality Style,Foundations & the psychiatric interview,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+241%3A+Depressive+Personality+Style,
241,Depressive Personality Style with Jonathan Shedler,Episode 241: Depressive Personality Style with Jonathan Shedler,Mood & bipolar; suicide,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+241%3A+Depressive+Personality+Style+with+Jonathan+Shedler,https://www.youtube.com/watch?v=J2TiCHMsOls
242,"The Bear - Trauma, Personality, and Attachment with Dr. Eric Bender and Dr. David Puder","Episode 242: The Bear - Trauma, Personality, and Attachment with Dr. Eric Bender and Dr. David Puder",Psychotherapy process — transference & dynamics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+242%3A+The+Bear+-+Trauma%2C+Personality%2C+and+Attachment+with+Dr.+Eric+Bender+and+Dr.+David+Puder,https://www.youtube.com/watch?v=IewBzMztsB4
242,The Bear TV Show Analysis,Episode 242: The Bear TV Show Analysis,Psychotherapy process — transference & dynamics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+242%3A+The+Bear+TV+Show+Analysis,
